ARDACODE,WAVE,ICOUNTRY,UNREGION,CIANAME,UNNAME,ISO3,NUMISO,COWCODE,GRI2008,GFI2008,MSRI2008,RELRECOD,UNHDI80,UNHDI90,UNHDI00,UNHDI05,UNHDI10,UNHDRK10,UNH_8010,UNH_9010,UNH_0010,UNHDIMP,UNINHDI,UNINLEPC,UNINEDUC,UNIN_INC,UN_GINI,UN_GII,UN_GII_R,UNMMORTR,UNADFERT,UNFEMPS,UNSED_F,UNSED_M,UN_CONTR,UNANTEN,UNBIRSK,UNMPI,UNMPIPOP,UNMPIRSK,UNDEP_ED,UNDEP_H,UNDEP_LS,UNPOVNPL,UNPOLFRE,UNHUMNR,UNPRESS,UNJOURN,UNBRIBE,UNDECNTR,UNPOLEN,UNADJNS,UNFOSSIL,UNRENEW,UNCO2_90,UNCO2_06,UNPROTEC,UNDEGRAD,UNACCH20,UNACCSAN,UNPOLDTH,UNNTLDIS,UNARMS_E,UNARMS_I,UNREFUGE,UNCIVINT,UNDRNR92,UNDRNR06,UNDEPR92,UNDEPR06,UNSATI,UNSATIF,UNSATJOB,UNSATHLT,UNSATLIV,UNHOMIC,UNROBBRY,UNASVICT,UNSAFWLK,UNPOP90,UNPOP10,UNPOP30,UNGR9095,UNGR1015,UNURB90,UNURB10,UNMAGE90,UNMAGE10,UNDRAT90,UNDRAT10,UNTFR95,UNTFR15,UNSEXR90,UNSEXR10,UNEMRT91,UNEMRT08,UNFEMP,UNFEMPF,UNVEMP,UNVEMPF,UNEMP125,UNCHLAB,UNMATLV,UNLIT,UNSECED,UNPRIM_G,UNPRIM_N,UNSEC_G,UNSEC_N,UNTERT_G,UNDROP,UNREPIT,UNPUPT,UNTRAIN,UNHLTH_,UNDOCS,UNBEDS,UNDTP,UNMEASLE,UNHIV_YF,UNHIV_YM,UNHIV_A,UNINFM,UN_5M,UNMORT_F,UNMORT_M,UNNONCOM,UNEXP_ED,UNEXP_H,UNEXP_RD,UNEXP_M,UNEXP_D,UNTAXREV,UNGFC,UNINVEST,UNODA_T,UNODA_PC,UNODASOC,UNREMITT,UNREMITP,UNGDP,UNGDPPPP,UNGDPCAP,UNGDPGRO,UNCPI_CH,UNROAD,UNRAIL,UNAIRFR,UNNOELEC,UNNEWSP,UNRADIO,UNTVCOV,UNPHONO,UNPHOPER,UNMOBCOV,UNNETUSE,UNNETGRO,UNBROADB,UNPCS,UNMOBCHG,UNFIXCHG,UNCALLP,CIATAREA,CIALAREA,CIAWAREA,CIABORD,CIACSTL,CIAPOP,CIAPSTR1,CIAPSTR2,CIAPSTR3,CIAPOPGR,CIABIRTH,CIAMORT,CIAMIGR,CIAURB_P,CIAURB_R,CIAINF_T,CIAINF_M,CIAINF_F,CIALIFEX,CIALIF_M,CIALIF_F,CIA_TFR,CIAHIV_R,CIAHIV_P,CIALIT_T,CIALIT_M,CIALIT_F,CIAEDEX,CIAGDPPP,CIAGDPOF,CIAGDPAG,CIAGDPIN,CIAGDPSV,CIALABOR,CIAUNEMP,CIAPOVL,CIAINVST,CIA_REV,CIA_EXPN,CIAPDEBT,CIAINFLA,CIAINGRO,CIAELPRO,CIAELCON,CIAELEX,CIAELIMS,CIAOIL_P,CIAOIL_C,CIAOIL_E,CIAOIL_I,CIAOIL_R,CIANG_P,CIANG_C,CIANG_E,CIANG_I,CIANG_R,CIA_ACC,CIAEXPRT,CIAIMPRT,CIARSRV,CIADEBTX,CIATELE1,CIATELE2,CIANET1,CIANET2,CIA_AIR1,CIA_AIR2,CIA_AIR3,CIA_HELI,CIA_RAIL,CIA_ROAD,CIA_WW,CIA_MILX,GRI_08R,GFI_08R,MSRI_08R,I_RELIGION,I_REGION,I_GVTREG,I_GVTFAV,I_SOCREG
72,2011.46,Ecuador,17,Ecuador,Ecuador,ECU,218,130,0.833,0,0,2,0.576,0.612,0.642,0.676,0.695,-2,0.62,0.64,0.79,72,0.554,0.745,0.501,0.458,54.36666667,0.645,86,210,82.76666667,25,44.2,45.76666667,72.7,84,99,0.008962963,2.2,2.1,2.266666667,4.566666667,3.9,38.26666667,2,2,20,0,7,2,15,0.4,87,13,1.6,2.366666667,25.1,2,6,8,124,9126,,140,1.1,0,24,13,12,5,6.4,6.266666667,80,76,57,18.1,399,20,38,10.3,13.8,16.66666667,2.1,1.166666667,55.1,67,20.1,25.36666667,75.9,59.5,3.366666667,2.366666667,103.5666667,104.4,51.6,51.6,66.2,0.83,33.76666667,1.408888889,5.766666667,8,84,84.2,37,118.5,96.9,69.56666667,59.2,35.26666667,18.6,2.5,22.6,100,434,15,6,25,34,0.2,0.4,0.3,21,25,121,207,484,1,2.266666667,0.2,2.766666667,5,,23.8,1.8,0.5,17.1,53.76666667,5.2,210,54.7,108,4056,2.2,7,15,,5,8.166666667,,,,100,688,84,28.8,2057,0.3,13,5,67.2,3,283561,276841,6720,2010,2237,15007343,30.1,63.5,6.4,1.443,19.96,5,-0.52,67,2,19.64888889,23.01888889,16.10888889,75.73,72.79,78.81888889,2.42,0.4,37000,91,92.26666667,89.7,,1.15E+11,56500000000,6.4,35.86666667,57.7,4.589999999,5,33.1,23.66666667,14.48,18.21,23.16666667,3.298888889,3.6,16.42,15.81,20.67888889,1120,485700,181000,338000,80500,6542,0.2832,0.2832,0,0,7.985,-0.692,17.37,17.65,3.589999959,14.71,2004000,13635000,67975,3352000,428,105,323,2,965,43670,1500,0.9,1,0,0,1,5,1,0,0
73,2011.46,Egypt,11,Egypt,Egypt,EGY,818,651,8.611,7.933,6,7,0.393,0.484,0.566,0.587,0.62,2,1.52,1.23,0.9,8,0.449,0.641,0.304,0.465,32.1,0.714,108,130,39,3.7,43.36666667,61.1,60.26666667,74,79,0.025962963,6.4,6.9,18,16.86666667,0.9,16.66666667,1,4,51.36666667,3,24,0,12,2.1,96,4,1.366666667,2.2,5.9,25,1,6,345,2,,214,6.766666667,0,-1,-1,10,13,5.766666667,6.2,84,86,82,0.8,1,4,73,57.76666667,84.5,110.9,2,1.7,43.5,43.36666667,18.86666667,23.86666667,85.2,58.1,3.9,2.7,104.4,104.7,42.6,43.2,75.2,0.71,24.8,2.128888889,2.7,7,90,66.4,36.1,99.7,93.56666667,79.26666667,71.2,31.16666667,3.2,3.1,21.86666667,99.9,310,24,21,3,8,,,,20,23,151,222,891,3.766666667,2.366666667,0.2,2.266666667,1.9,15.4,22.36666667,5.9,0.8,16.5,37,5.4,107,162.3,442,1991,2.5,7.2,9,5063,195,0.6,,94,92,65,678,95,16.6,2916,0.9,3.9,4,74,2,1001450,995450,6000,2665,2450,82079636,32.7,62.76666667,4.5,1.96,24.62888889,4.82,-0.21,43.36666667,2.1,25.19888889,26.8,23.51888889,72.65888889,70.06888889,75.37888889,2.97,-1,11000,71.4,83,59.36666667,3.798888889,5.01E+11,2.17E+11,32,17,51,26.1,9.666666667,20,18.36666667,46.82,64.19,80.5,12.8,5.5,118.4,104.1,814,251,680500,683000,89300,48450,4300,62.7,42.5,8.55,0,1656,0.27,25.34,46.52,35.71999996,30.61,10313000,55352000,187197,20136000,86,73,13,6,5083,65050,3500,3.398888889,8,8,6,4,1,3,3,2
74,2011.46,El Salvador,4,El Salvador,El Salvador,SLV,222,92,0,2,0,2,0.456,0.511,0.606,0.635,0.659,0,1.23,1.27,0.85,16,0.477,0.687,0.415,0.382,46.86666667,0.653,89,170,82.7,16.66666667,41.86666667,48.2,72.5,94,84,,,,,,,30.66666667,2,2,17.3,0,6,2,14,-0.1,42,58,0.5,1,0.8,6,13,13,215,39965,,,5.2,0,9,10,11,11,6.7,6.7,82,80,60,51.76666667,92,13,43,5.266666667,6.2,7.2,1.366666667,0.6,49.2,64.26666667,19.16666667,23.86666667,83.56666667,63.5,3.7,2.2,103.5,104.5,58.6,58.6,59,0.66,35.5,1.51,15.56666667,6,84,84,19.36666667,115,94,63.6,55,24.6,24.3,6.066666667,33.26666667,93.2,402,12,8,6,5,0.5,0.9,0.8,16,18,136,301,518,3.6,3.6,0.1,0.5,4.566666667,13.9,15,3.5,1.1,38.1,55.7,17.16666667,620,22.1,41.7,3605,1.1,3.9,,,18,14.66666667,38,,,131,486,95,10.56666667,829,2,,0,40,6,21041,20721,320,545,307,6071774,30.6,63,6.4,0.318,17.75,5.62,-8.948888889,64,1.398888889,20.3,22.35888889,18.14888889,73.43888889,70.15888889,76.87,2.08,0.8,34000,81.06666667,82.76666667,79.56666667,3.6,43980000000,21800000000,11,29.1,59.86666667,2.94,7,37.79888889,13.66666667,3.894,4.915,55,0.8,0.9,5.445,4.524,78.7,208.4,0,46000,1927,46310,0,0,0,0,0,0,-0.907,4.377,7.98,2.882,11.45,1099000,7566000,13849,746000,65,4,61,1,283,10886,,0.6,0,2,0,1,5,0,1,0
75,2011.46,Equatorial Guinea,10,Equatorial Guinea,Equatorial Guinea,GNQ,226,411,0.833,5.732962963,0,2,,,0.477,0.51,0.538,1,,,1.208888889,,,0.255,0.297,,,,,680,122.7666667,6,,,10.06666667,86,63,,,,,,,,1,3,65.5,0,,0,,-38.5,,,0.4,8.8,19.16666667,0,,,1182,155,,41,0.4,0,,,,,,,,,,,,,,0.4,0.7,1.1,3.5,2.366666667,34.76666667,39.7,21.16666667,19.3,76.06666667,77.26666667,5.9,5.066666667,100.5,101.2666667,61.36666667,62.6,,,,,,28,,93,,98.7,66.4,26.16666667,21.6,3.266666667,67.4,24.3,54.5,30.86666667,543,3,19,67,49,2.5,0.8,3.366666667,90,148,356,366,938,0.6,1.7,,,,,28.16666667,,0.3,57,80,,,18.5,22.3,28103,8.5,5.566666667,,,,,,,,54,3107,,1.8,1614,0,,,,,28051,28051,0,539,296,668225,41.5,54.36666667,4.066666667,2.641,35.42888889,9.028888889,0,40,3.1,77.29888889,78.37,76.18888889,62.36888889,61.39888889,63.35888889,4.91,5,20000,87,93.4,80.5,0.6,24400000000,14550000000,2.2,93.9,3.766666667,0.1952,22.3,,29.1,6.739,6.984,4.066666667,8.198888889,1.8,0.028,0.02604,0,0,346000,1000,362900,1114,1100,6.67,1.5,5.17,0,36.81,-1.477,10.24,5.743,4.086,0.832,10000,445000,9,14400,7,6,1,,,2880,,0.1,1,6,0,1,1,1,2,0
76,2011.46,Eritrea,5,Eritrea,Eritrea,ERI,232,531,9.166962963,4.267,7.333,7,,,,,,,,,,,,,,,,,,450,66.9,22,,,8,70,28,,,,,,,,1,3,115.5,19,,0,,,27,74,,0.1,5,59,39,86,1231,87758,,,,,,,,,,,,,,,,,,3.2,5.2,8.066666667,0.3,2.766666667,15.8,21.6,16.5,19.1,95.76666667,78.56666667,6.066666667,4.2,100.5666667,102.4,65.76666667,65.56666667,,,,,,,,65.26666667,,52.26666667,38.86666667,30.5,26,2,26.66666667,15.4,47.36666667,89.26666667,20,1,12,3,5,0.9,0.3,1.3,41,58,197,266,686,2,1.5,,,0.9,,10.56666667,2.2,8.698888889,28.6,54.1,0.5,1,1.7,3.2,336,0.9,,,,,69,,,,3,388,80,4.066666667,3900,,1,91.06666667,65,4,117600,101000,16600,1626,2234,5939484,42.1,54.26666667,3.6,2.472,32.79888889,8.08,0,22,5.2,41.32888889,46.77,35.71888889,62.52,60.39888889,64.68888889,4.48,0.8,25000,58.6,69.9,47.6,2,4178000000,2254000000,11.8,20.36666667,67.7,1.935,,50,10.3,0.4634,0.9201,,20,8,0.271,0.228,0,0,0,5000,0,4790,0,0,0,0,0,0,-0.212,0.025,0.738,0.103999959,,48500,141100,1241,200000,13,4,9,1,306,4010,,6.298888889,9,4,7,4,1,3,2,3
77,2011.46,Estonia,13,Estonia,Estonia,EST,233,366,0,2,2.666962963,3,,,0.762,0.805,0.812,-3,,,0.63,,0.733,0.784,0.851,0.59,36,0.409,39,25,21.36666667,20.8,94.4,94.56666667,,,100,0.025962963,7.2,1.3,7.266666667,5.066666667,0.1,,2,2,0.5,0,9,,16,9,90,10,16.36666667,13.06666667,20,5,2,5,74,8,,50,0.2,0,-1,-1,10,9,5.566666667,5.566666667,79,64,46,6.266666667,68,5,60,1.6,1.3,1.3,-1.7,0,71.06666667,69.5,34.36666667,39.6,51,48,1.6,1.8,105,105.5666667,61.2,54.5,95.5,1.02,5.766666667,0.48,,,140,99.76666667,87.26666667,99.2,94.4,99.7,89.9,65,1.7,0.9,,,1094,33,56,5,5,0.7,1.6,1.3,4,6,84,249,664,5,4.066666667,1.1,2.2,,16.8,29.3,8.3,,,,1.7,297,23.36666667,27.66666667,17454,0.7,4.266666667,128,816,1,,191,92,76,225,180,100,66.2,127,23.66666667,25.5,4.7,0,13,45228,42388,2840,633,3794,1282963,15.06666667,67.2,17.66666667,-0.641,10.44888889,13.55,-3.31,69,0.1,7.058888889,8.21,5.848888889,73.32888889,68.01888889,78.96888889,1.44,1.198888889,9900,99.76666667,99.76666667,99.76666667,4.9,24650000000,18800000000,2.5,28.66666667,68.76666667,0.688,17.5,19.69888889,22.5,7.851,8.21,7.7,2.398888889,10,8.779,7.08,2943,3025,7600,30000,7280,30590,0,0,1.02,0,1.02,0,0.265,11.5,12.17,3.641,25.13,492800,2720000,729534,971700,19,13,6,1,1196,58034,335,2,0,2,3,2,4,0,1,1
78,2011.46,Ethiopia,5,Ethiopia,Ethiopia,ETH,231,530,2.222,5.599962963,6,7,,,0.25,0.287,0.328,3,,,2.73,,0.216,0.331,0.137,0.22,29.8,,,720,104.4,21.36666667,,,14.66666667,28,6,0.582,90,5.2,83.9,48.2,94.2,44.2,1,3,49,4,14,1,17,8.9,9,92,0.1,0.1,18.36666667,72,62,88,2571,37289,,,63.86666667,2,71,44,25,18,4.2,,50,79,33,6.4,,16,49,48.26666667,85,131.5666667,3.266666667,2.5,12.56666667,16.66666667,17.36666667,18,92,86.5,7,4.766666667,100.7666667,101.5666667,71.26666667,80.56666667,47,0.86,51.76666667,1.158888889,45.76666667,53,90,35.86666667,,97.76666667,78.2,33.36666667,25.3,3.6,59.7,5,59.26666667,89.7,30,-1,2,19,26,1.5,0.5,2.1,69,109,286,329,817,5.5,2.2,0.2,1.366666667,0.4,10.16666667,20.1,0.4,12.5,41.2,42.86666667,1.5,5,25.6,70.06666667,317,1.3,11.06666667,3,,228,85.06666667,5,,,4,1042,10,0.4,3500,,0.7,47.7,31.8,2,1104300,1000000,104300,5328,0,90873739,46.26666667,51,2.7,3.193962963,42.99,11.03888889,-0.008888889,17,3.798888889,77.12,88.03,65.87888889,56.18888889,53.64,58.81,6.018888889,,,42.7,50.26666667,35.1,5.5,84020000000,30940000000,42.86666667,13.66666667,43.36666667,37.9,,38.7,25.16666667,4.36,5.098,39.26666667,7,9.5,3.46,3.13,0,0,0,38000,0,33590,0.43,0,0,0,0,24.92,-2.232,1.729,7.517,1.88,4.288999999,915100,4052000,151,447300,61,17,44,,681,36469,,1.198888889,2,6,6,4,1,1,2,2
79,2011.46,Falkland Islands (Islas Malvinas),17,Falkland Islands (Islas Malvinas),Falkland Islands (Malvinas),FLK,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12173,12173,0,0,1288,3140,,,,0.010962963,,,,74,0.9,,,,,,,,,,,,,,105100000,105100000,95,2.5,2.5,0.001724,,,,0.0662,0.0679,,3.6,,0.016,0.01488,0,0,0,0,0,270.8666667,0,0,0,0,0,0,,0.125,0.089999999,,,2000,3300,91,2900,7,2,5,,,440,,,,,,,5,,,
80,2011.46,Faroe Islands,13,Faroe Islands,Faeroe Islands,FRO,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393,1393,0,0,1117,49267,21,64.2,14.8,0.428,12.94888889,8.67,0,40,0.9,6.058888889,6.308888889,5.79,79.71888889,77.25,82.34888889,2.42,,,,,,,1582000000,2450000000,16,29,55,0.03468,3.9,,,1.163,1.139,,-1.1,8,0.2758,0.2644,0,0,0,5000,0,4922,0,0,0,0,0,0,,0.848,0.983,,0.068099999,20900,57000,8936,37500,1,1,,,,463,,,,,,,4,,,
81,2011.46,Fiji,8,Fiji,Fiji,FJI,242,950,1.667,0,8.666962963,1,0.551,0.612,0.651,0.667,0.669,-9,0.65,0.45,0.28,75,,0.671,0.679,,,,,210,31.5,,86.56666667,88.56666667,,,99,,,,,,,,0,1,60,0,,,,-7.066666667,,,1.1,1.9,1.3,,,,0,6720,,,1.9,0,8,-1,10,2,,,,,,2.766666667,,,,0.7,0.9,0.9,1.166666667,0.5,41.6,51.86666667,21.3,25,69.4,55.86666667,3.366666667,2.6,106.2666667,106.2666667,53.5,53.5,59.7,0.95,39,1.01,,,,,41.86666667,94.2,91.2,80.9,79.06666667,15.4,5.4,1.7,26.1,97.76666667,169,5,21,1,6,,0.1,0.1,16,18,156,249,767,6.2,2.766666667,,1.3,0.7,22.66666667,16,8.9,1.3,53.86666667,62.1,3.366666667,143,3.6,3.7,4253,1.5,3.266666667,,,96,,53,,,86,415,65,12.16666667,758,1.9,,6.2,57.7,8,18274,18274,0,0,1129,883125,28.86666667,65.9,5.2,0.798,21.10888889,5.9,-7.24,52,1.3,11,12.11888889,9.82,71.31,68.73,74.03,2.608888889,0.1,-1,93.7,95.5,91.9,6.2,3792000000,3154000000,8.9,13.5,77.56666667,0.335,7.566666667,25.5,,1.363,1.376,,4.798888889,,0.928,0.863,0,0,0,11000,2455,20340,0,0,0,0,0,0,-0.507,1.202,3.12,,0.127,136800,640000,17088,114200,28,4,24,,597,3440,203,1.9,2,0,9,3,3,1,0,3
82,2011.46,Finland,13,Finland,Finland,FIN,246,375,0,6.267,2.666962963,4,0.745,0.782,0.825,0.863,0.871,-2,0.52,0.54,0.54,49,0.806,0.913,0.805,0.711,26.86666667,0.248,8,7,11.4,41.5,70.06666667,70.06666667,,,100,,,,,,,,2,1,0,0,9,1,19,16,50,24,10.16666667,12.66666667,9.066666667,0,0,0,19,8,67,152,0,0,-1,-1,,,8,8.166666667,90,84,84,2.5,32,3,75,5,5.266666667,5.5,0.5,0.3,79.4,85.06666667,36.36666667,42,48.6,50.86666667,1.8,1.9,104.5,104.5666667,57.2,54.7,91,1.05,9,0.59,,,263,,70.5,97.56666667,96.26666667,111.2666667,96.76666667,93.76666667,0.2,0.4,15.9,,2840,33,68,1,3,-1,0.1,0.1,3,3,57,129,405,5.9,6.066666667,3.5,1.3,,21.66666667,20.6,-2.766666667,0.44,,,0.3,156,272.6666667,192.3,51323,2.2,1.5,23,5919,543,,431,100,100,160,29,100,82,127,30.5,,26.16666667,142.9,22,338145,303815,34330,2654,1250,5259250,16,66.06666667,17.8,0.074962963,10.36888889,10.24,0.62,85,0.6,3.43,3.73,3.108888889,79.26888889,75.79,82.89,1.73,0.1,2600,100,100,100,5.9,1.88E+11,2.38E+11,2.6,29.1,68.2,2.68,8.4,,18.66666667,66.58,65.33,45.36666667,1.198888889,6,77.44,87.25,3335,16110,8718,206200,130500,337900,0,,4.289,0,4.289,0,4.695999959,73.53,69.11,9.128,370.8,1430000,7700000,4394000,4393000,148,75,73,,5919,78141,7842,2,0,6,3,3,4,0,2,1
83,2011.46,France,22,France,France,FRA,250,220,1.667,6.133,6,2,0.711,0.766,0.834,0.856,0.872,5,0.68,0.65,0.45,37,0.792,0.932,0.751,0.709,32.7,0.26,11,8,6.9,19.6,79.56666667,84.56666667,71,,,,,,,,,,2,2,10.66666667,0,6,2,23,9.8,51,7,7,6.2,15.06666667,4,0,0,81,108,1831,7,0.1,0,-1,-1,,,7.066666667,7.066666667,87,84,72,1.366666667,172,5,59,56.76666667,62.6,66.5,0.4,0.4,74.06666667,85.26666667,34.86666667,40.1,52.1,54.7,1.7,1.9,104.9,104.2666667,47.2,47.86666667,94.06666667,1.02,5.9,0.69,,,112,,55.7,110.2,98.5,113.2666667,98.26666667,54.7,2,4.2,20.3,,3709,37,72,2,13,0.2,0.4,0.4,3,4,55,119,387,5.566666667,8.666666667,2.1,2.266666667,,21.8,21.86666667,3.5,0.39,,,0.6,255,2856.566667,2121.666667,44508,1.8,1.9,172,29901,6188,,163,100,100,149,46,99,67.9,396,28.5,65.2,22,80.5,20,643801,640427,3374,2889,4853,65312249,18.5,64.7,16.8,0.5,12.28888889,8.758888889,1.46,85,1,3.29,3.608888889,2.96,81.18888889,78.01888889,84.54,1.96,0.4,150000,99,99,99,5.598888889,2.16E+12,2.56E+12,1.8,19.16666667,79,28.21,9.5,6.2,19.86666667,1241,1441,83.5,1.5,3.5,535.7,447.2,58.68888889,10680,70820,1875000,597800,2386000,101.2,0.877,44.84,1.931,45.85,7.078999999,-53.28999996,508.7,577.7,,4698,36441000,60950000,15182001,45262000,475,297,177,1,29640,1027183,8501,2.6,2,6,6,1,4,1,2,2
84,2011.46,French Guiana,17,French Guiana,French Guiana,GUF,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
85,2011.46,French Polynesia,14,French Polynesia,French Polynesia,PYF,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4167,3827,340,0,2525,294935,23.5,69.26666667,7.2,1.331,15.52888889,4.87,2.65,51,1.3,7.268888889,8.348888889,6.15,77.09888889,74.62,79.7,1.87,,,,,,,4718000000,6100000000,3.5,20.36666667,76.06666667,0.115999999,11.66666667,,,0.865,0.6441,,1.1,,0.65,0.6045,0,0,0,7000,0,6701,0,0,0,0,0,0,,0.211,1.706,,,54300,208300,36506,120000,53,46,7,1,,2590,,,,,,,3,,,
86,2011.46,Gabon,10,Gabon,Gabon,GAB,266,481,1.389,0,0,1,0.51,0.593,0.616,0.628,0.648,1,0.8,0.45,0.5,62,0.512,0.446,0.575,0.523,41.5,0.678,99,520,89.9,16.1,53.76666667,34.7,32.7,94,86,0.161,35.36666667,22.36666667,19.16666667,35.36666667,34.76666667,,1,,43.5,0,,2,,3.6,40,60,6.566666667,1.6,14.9,0,13,67,372,1357,,21,0.1,0,5,-1,8,8,,,,,,,,,,0.9,1.5,2,3.2,1.8,69.06666667,86,19.6,21.6,88.5,66.4,5.066666667,3,101.9,102.0666667,58.1,58.1,,,,,6.266666667,,,87,,134.3,80.26666667,53.1,,7.066666667,44.5,34.36666667,36,100,650,3,13,62,45,3.9,1.3,5.9,57,77,301,353,716,3.766666667,3,,,4.7,,24.36666667,0.1,0.4,37.6,65.4,0.1,8,14.5,21.1,10037,0.5,1.5,3,810,68,62.1,,,,92,734,79,6.2,500,0.2,3.366666667,,104.0666667,15,267667,257667,10000,2551,885,1576665,42.2,54,3.9,1.999,35.18888889,13,-2.2,86,2.1,49.95,57.86888889,41.79888889,52.49,51.78,53.21888889,4.588888889,5.2,46000,63.2,73.7,53.26666667,,22540000000,12560000000,4.5,62.7,32.76666667,0.712,21,,28.8,3.557,2.945,25.8,-1.3,4.766666667,1.774,1.446,0,0,241700,14000,227300,4185,2000,0.09,0.09,0,0,28.32,0.591,6.803,2.432999999,2.601999959,2.374,26500,1373000,90,98800,44,13,31,,649,9170,1600,0.9,1,0,0,3,1,1,0,0
87,2011.46,"Gambia, The",20,"Gambia, The",Gambia,GMB,270,,0,2.367,5,7,,,0.343,0.362,0.39,-1,,,1.29,,0.238,0.356,0.174,0.218,47.26666667,0.742,120,690,88.06666667,9.4,16.5,31.6,17.5,98,57,0.324,60.36666667,17.6,53.36666667,52.1,60.1,61.26666667,1,2,48.26666667,1,,0,,3.9,,,0.2,0.2,1.5,18,8,33,1283,2059,,,1.366666667,0,20,29,14,14,,,,,,0.4,,,,0.9,1.8,2.7,3.766666667,2.5,38.26666667,58.2,18.66666667,18.8,84,81.56666667,6,4.566666667,101.0666667,101.7666667,73.2,72.06666667,,,,,42.7,25,,45.26666667,11,86.2,68.7,50.76666667,41.76666667,1.166666667,29.66666667,5.4,34.36666667,74.7,71,-1,11,4,9,0.6,0.2,0.9,80,106,253,300,830,2,2.6,,,3.266666667,,24.8,8.9,12.8,56.5,15.66666667,8.166666667,40,0.8,2.266666667,489,0.4,8.066666667,33,,,,,100,75,73,3023,85,6.9,852,0,3.5,,28,7,11295,10000,1295,740,80,1797860,40,56.86666667,3.1,2.395962963,34.18888889,7.65,-2.58,58,3.7,71.67,77.29888889,65.87,63.50888889,61.22888889,65.85888889,4.23,2,18000,40.1,47.76666667,32.76666667,2,3406000000,1040000000,30.1,16.3,53.6,0.7771,,,28,0.1839,0.2025,,5.5,8.9,0.16,0.1488,0,0,0,2000,41.61888889,2266,0,0,0,0,0,0,-0.089999959,0.107,0.306,0.203,0.53,49000,1433000,1453,130100,1,1,,,,3742,390,0.9,0,2,5,4,1,0,1,2
88,2011.46,Gaza Strip,21,Gaza Strip,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,360,0,62,40,1657155,43.86666667,53.5,2.6,3.201,35.29888889,3.29,0,72,3.298888889,17.12,18.25,15.92,73.92,72.26888889,75.68,4.74,,,92.4,96.7,88,,12790000000,6641000000,5,14,81,0.339,40,70,,1.87,3.1,,3.5,,6.5E-05,0.000202,0,0.12,0,24000,511,22150,0,,,,,,,,,,1.04,360400,2405000,,1379000,1,1,,1,,5147,,,,,,,2,,,
