country,year,tyr,pri,sec,ter,democ,autoc,gdp,region,population,area,democavg,autocavg
Cameroon,1920,0.1148428,3.0751126,0,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1925,0.15791003,3.9502692,0,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1930,0.2013911,4.8254261,0,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1935,0.29323572,10.956639,0,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1940,0.37423795,17.087852,0.022354679,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1945,0.46161526,25.677158,0.32417521,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1950,0.72007757,30.577915,0.28562632,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1955,0.92184365,45.234509,0.81476641,0,NA,NA,NA,NA,NA,NA,0.363636364,6.454545455
Cameroon,1960,1.12343,44.255318,1.6,0.18000001,0,6,1946.723,4,5410000,475440,0.363636364,6.454545455
Cameroon,1965,1.5053864,64,4,0.30000001,0,6,1986.185,4,6050000,475440,0.363636364,6.454545455
Cameroon,1970,1.9223921,64,6,0.5,0,7,1946.957,4,6840000,475440,0.363636364,6.454545455
Cameroon,1975,2.5825303,69,11,1.3,0,8,1990.656,4,7820000,475440,0.363636364,6.454545455
Cameroon,1980,3.2467108,75.405396,15,1.6,0,8,2370.161,4,9080000,475440,0.363636364,6.454545455
Cameroon,1985,3.939266,79.047699,18.157894,2.2,0,8,3542.822,4,10500000,475440,0.363636364,6.454545455
Cameroon,1990,4.6472692,76,22.105263,3.3,0,8,2699.339,4,12200000,475440,0.363636364,6.454545455
Cameroon,1995,5.3004417,62.48,24.030001,3.7949998,1,5,2128.86,4,14100000,475440,0.363636364,6.454545455
Cameroon,2000,5.7629447,60.880451,23.579586,5,1,5,2471.727,4,15900000,475440,0.363636364,6.454545455
Cameroon,2005,6.0622492,74.034729,23.579586,6,1,5,2752.048,4,17800000,475440,0.363636364,6.454545455
Cameroon,2010,6.4089289,92.066795,32.5658,11,1,5,NA,NA,NA,NA,0.363636364,6.454545455
"Congo, D.R.",1820,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1825,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1830,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1835,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1840,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1845,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1850,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1855,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1860,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1865,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1870,0.005704195,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1875,0.005685158,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1880,0.005676135,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1885,0.005666408,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1890,0.005661756,0,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1895,0.00565345,0.09151642,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1900,0.016130276,0.25604659,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1905,0.02615056,0.53941149,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1910,0.033853903,1.0095247,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1915,0.24090083,1.7670331,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1920,0.25041062,2.9567909,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1925,0.26284707,4.7787943,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1930,0.29927775,7.4924545,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1935,0.34232536,9.0527706,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1940,0.41059747,10.613088,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1945,0.49339694,25.906054,0,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1950,0.62408948,41.19902,0.63157588,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1955,0.72466594,46.296314,0.98219097,0,NA,NA,NA,NA,NA,NA,1,5.545454545
"Congo, D.R.",1960,0.88826102,42.954544,2.6700001,0.1,5,1,1234,4,15450807,2344860,1,5.545454545
"Congo, D.R.",1965,1.0775564,50.113636,4.4499998,0.2,0,7,1217.631,4,17660858,2344860,1,5.545454545
"Congo, D.R.",1970,1.3192081,63,8.0100002,0.69999999,0,7,1267.834,4,20597922,2344860,1,5.545454545
"Congo, D.R.",1975,1.6482234,63,14.24,1.3,0,7,1254.981,4,23975945,2344860,1,5.545454545
"Congo, D.R.",1980,2.1585441,66.9375,32.040001,1.2,0,8,986.9885,4,28071016,2344860,1,5.545454545
"Congo, D.R.",1985,2.868696,63.715908,50.73,1.5,0,8,940.6317,4,32443229,2344860,1,5.545454545
"Congo, D.R.",1990,3.3214431,54,21.360001,2.0999999,0,8,841.789,4,37941987,2344860,1,5.545454545
"Congo, D.R.",1995,3.5256546,61,22.428001,2.415,6,1,487.2188,4,45339292,2344860,1,5.545454545
"Congo, D.R.",2000,3.5181732,44.766472,26.065695,1,0,6,359.1472,4,50688722,2344860,1,5.545454545
"Congo, D.R.",2005,3.6301789,78.1894,29.703386,5,0,4,374.7643,4,58740547,2344860,1,5.545454545
"Congo, D.R.",2010,3.792516,88.458458,33.34108,7,0,4,NA,NA,NA,NA,1,5.545454545
Cote dIvoire,1820,NA,0.01592637,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1825,NA,0.020590711,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1830,NA,0.026620733,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1835,NA,0.034416053,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1840,NA,0.044493064,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1845,NA,0.057518937,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1850,NA,0.074355483,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1855,NA,0.096115611,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1860,NA,0.124236,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1865,NA,0.16057044,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1870,0.008393629,0.2075095,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1875,0.009263868,0.26813361,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1880,0.010393932,0.34640828,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1885,0.011855765,0.44743165,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1890,0.013745083,0.57774752,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1895,0.016187429,0.74573678,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1900,0.019345257,0.96210366,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1905,0.023428664,1.2404702,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1910,0.080777898,1.5980899,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1915,0.13971156,2.056684,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1920,0.19319852,2.643378,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1925,0.25099131,3.3916969,0,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1930,0.30974641,4.3425059,0.019910594,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1935,0.32071126,5.5447173,0.05170003,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1940,0.34980857,7.0554633,0.10088611,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1945,0.39261335,8.9392872,0.17504486,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1950,0.85630637,11.265779,0.28469539,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1955,0.90616852,14.104984,0.4443385,0,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Cote dIvoire,1960,0.98679817,17.520021,0.67380923,0.1530181,0,9,1334.004,4,3557262,322460,0.555555556,7.555555556
Cote dIvoire,1965,1.0937794,21.556774,1,0.37777767,0,9,1547.823,4,4290207,322460,0.555555556,7.555555556
Cote dIvoire,1970,1.3281647,26.231367,4.848,0.69901782,0,9,1938.869,4,5310134,322460,0.555555556,7.555555556
Cote dIvoire,1975,1.760487,31.517488,8.6960001,1.1483014,0,9,2092.568,4,6592197,322460,0.555555556,7.555555556
Cote dIvoire,1980,2.1347725,37.33691,12.544,1.765483,0,9,2093.849,4,8343753,322460,0.555555556,7.555555556
Cote dIvoire,1985,2.4630189,43.557251,16.392,2.5999999,0,9,2221.859,4,10505760,322460,0.555555556,7.555555556
Cote dIvoire,1990,2.7941904,50,20.24,3.5,0,7,2346.2,4,12780257,322460,0.555555556,7.555555556
Cote dIvoire,1995,3.4603493,52.439999,20.24,4.4000001,0,6,2008.742,4,14985878,322460,0.555555556,7.555555556
Cote dIvoire,2000,4.0647731,58.375332,19.880001,7,5,1,2171.659,4,17049189,322460,0.555555556,7.555555556
Cote dIvoire,2005,4.5155659,56.590626,24.44536,10,NA,NA,2013.336,4,18584701,322460,0.555555556,7.555555556
Cote dIvoire,2010,4.9289689,64.96405,29.6756,8,NA,NA,NA,NA,NA,NA,0.555555556,7.555555556
Gambia,1820,NA,0.31216773,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1825,NA,0.39777464,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1830,NA,0.50673968,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1835,NA,0.64536273,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1840,NA,0.82159734,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1845,NA,1.0454564,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1850,NA,1.3295006,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1855,NA,1.6894133,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1860,NA,2.1446624,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1865,NA,2.7192295,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1870,0.052074991,3.4423659,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1875,0.064468376,4.3492985,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1880,0.080241919,5.4817481,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1885,0.1000328,6.8880453,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1890,0.12504435,8.6225491,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1895,0.15630251,10.743961,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1900,0.19553837,13.312093,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1905,0.24422097,11.189241,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1910,0.25769749,9.066391,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1915,0.24581116,7.7924566,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1920,0.2480918,6.5185218,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1925,0.25398093,5.1729126,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1930,0.25983232,3.8273036,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1935,0.36085415,4.6435146,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1940,0.36802655,5.4597254,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1945,0.3820366,6.2759366,0,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1950,0.41034815,7.0921474,1.097021,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1955,0.44276881,10.026072,1.1231126,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1960,0.47645783,10,3,0,NA,NA,NA,NA,NA,NA,4.7,2.2
Gambia,1965,0.53542078,19,6,0,8,0,870.9935,4,416765,11300,4.7,2.2
Gambia,1970,0.58389938,21,7,0,8,0,904.2735,4,481577,11300,4.7,2.2
Gambia,1975,0.75107235,21,7,0,8,0,994.4789,4,569883,11300,4.7,2.2
Gambia,1980,0.99690527,50,10.075,0,8,0,876.8552,4,670884,11300,4.7,2.2
Gambia,1985,1.3169911,68,17,0,7,0,899.8627,4,794870,11300,4.7,2.2
Gambia,1990,1.8485656,52,17,0,8,0,910.6042,4,962473,11300,4.7,2.2
Gambia,1995,2.3321056,63.139999,24.5,1.7,0,7,772.2025,4,1159255,11300,4.7,2.2
Gambia,2000,2.7707398,82.322792,32.609623,1,0,5,953.8588,4,1384126,11300,4.7,2.2
Gambia,2005,3.3865812,85.181854,43.094646,1,0,5,993.5243,4,1617029,11300,4.7,2.2
Gambia,2010,3.9153745,82.450516,55.13895,4,0,5,NA,NA,NA,NA,4.7,2.2
Ghana,1820,NA,0.038996451,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1825,NA,0.051449977,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1830,NA,0.067877874,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1835,NA,0.089546517,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1840,NA,0.11812434,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1845,NA,0.15580839,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1850,NA,0.20548992,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1855,NA,0.27097046,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1860,NA,0.35724285,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1865,NA,0.47085449,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1870,0.014043159,0.62037462,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1875,0.016673723,0.81698906,0,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1880,0.019992914,1.0752487,0.000848292,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1885,0.024637112,1.4139949,0.00220363,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1890,0.030736936,1.8574761,0.004542281,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1895,0.038743343,2.436646,0.008448737,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1900,0.04923911,3.1905923,0.014823847,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1905,0.10271234,4.1679592,0.02504676,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1910,0.15228693,5.4281054,0.041216519,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1915,0.19163346,7.0415401,0.066511035,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1920,0.2740266,8.5205669,0.085869871,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1925,0.3168869,9.6168098,0.089755982,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1930,0.35643449,9.4313955,0.134514,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1935,0.45290235,9.7301426,0.11357118,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1940,0.51087308,12.674644,1.4705181,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1945,0.56017035,23.979118,2.8274651,0,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1950,0.6975112,23.572952,4.184412,0.018782245,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1955,0.8259995,43.880463,7.5969286,0.058854055,NA,NA,NA,NA,NA,NA,2.818181818,3.909090909
Ghana,1960,1.1047484,33,2,0.2,0,8,411.8636,4,7130000,238540,2.818181818,3.909090909
Ghana,1965,2.0321736,59.921051,8.666667,0.69999999,0,9,332.0873,4,8190000,238540,2.818181818,3.909090909
Ghana,1970,3.3509865,55.578949,9.333334,0.80000001,5,2,1051.985,4,9060000,238540,2.818181818,3.909090909
Ghana,1975,4.2267308,61.657894,24.666668,1.1,0,7,1084.792,4,10300000,238540,2.818181818,3.909090909
Ghana,1980,4.9303298,63.394737,24.666668,1.3000001,6,0,1141.609,4,11400000,238540,2.818181818,3.909090909
Ghana,1985,5.6262064,57.315788,26,1.4,0,7,1013.865,4,13500000,238540,2.818181818,3.909090909
Ghana,1990,6.0499535,66.868423,25.333334,1.4,0,7,1152.812,4,15600000,238540,2.818181818,3.909090909
Ghana,1995,6.2668753,66.868423,26.6,1.5,1,2,1223.777,4,17900000,238540,2.818181818,3.909090909
Ghana,2000,6.6679692,81.705185,39.940628,3,3,1,1392.201,4,20100000,238540,2.818181818,3.909090909
Ghana,2005,7.3500376,84.753456,46.060001,6,8,0,1541.429,4,22500000,238540,2.818181818,3.909090909
Ghana,2010,7.6590128,100,56.249798,9,8,0,NA,NA,NA,NA,2.818181818,3.909090909
Kenya,1820,NA,0.012184486,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1825,NA,0.01659216,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1830,NA,0.022593932,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1835,NA,0.030766021,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1840,NA,0.041892681,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1845,NA,0.057041068,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1850,NA,0.0776629,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1855,NA,0.10573225,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1860,NA,0.14393212,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1865,NA,0.19590637,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1870,0.009339801,0.26659903,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1875,0.010683505,0.36270931,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1880,0.012515762,0.49329814,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1885,0.015001982,0.67059046,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1890,0.018363828,0.91102451,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1895,0.022903606,1.2366014,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1900,0.029029513,1.6765821,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1905,0.14164579,2.269546,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1910,0.24897446,3.0657527,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1915,0.32886899,4.1296034,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1920,0.66584575,5.5417318,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1925,0.73472786,7.3998542,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1930,0.80475557,9.816927,0,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1935,0.87746745,11.290631,0.05952467,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1940,0.95326382,13.280395,0.11432301,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1945,1.0820897,23.835783,0.16912134,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1950,1.1953553,34.706692,1.6454918,0,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1955,1.3499964,36.784897,1.0934073,0.026000548,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1960,1.5625634,41.557896,1.6923077,0.1,NA,NA,NA,NA,NA,NA,2.3,4.6
Kenya,1965,1.7696532,47.747368,3.3846154,0.30000001,5,3,1249.254,4,9524448,580370,2.3,4.6
Kenya,1970,2.2753172,51.28421,7.6153846,0.89999998,0,7,1151.244,4,11272998,580370,2.3,4.6
Kenya,1975,2.8244576,84,11,0.80000001,0,7,1184.201,4,13512064,580370,2.3,4.6
Kenya,1980,3.6087322,86,15.230769,0.89999998,0,6,1273.835,4,16282496,580370,2.3,4.6
Kenya,1985,4.328454,77.730766,16.923077,1.2,0,7,1155.003,4,19673682,580370,2.3,4.6
Kenya,1990,5.0482574,78.557693,24.538462,1.6,0,7,1353.198,4,23447362,580370,2.3,4.6
Kenya,1995,5.5049467,73.949997,23.76,2,0,5,1280.781,4,27379892,580370,2.3,4.6
Kenya,2000,5.9139919,90.405533,33,3,2,4,1267.716,4,31251862,580370,2.3,4.6
Kenya,2005,6.482986,100,41,3,8,0,1285.314,4,35598952,580370,2.3,4.6
Kenya,2010,6.4680657,100,50,4,8,0,NA,NA,NA,NA,2.3,4.6
Lesotho,1820,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1825,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1830,NA,0.02903443,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1835,NA,0.076591015,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1840,NA,0.15386337,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1845,NA,0.27571967,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1850,NA,0.46363768,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1855,NA,0.74832153,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1860,NA,1.1731402,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1865,NA,1.7984436,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1870,0.033899836,2.7065899,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1875,0.049361978,4.00702,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1880,0.072090387,5.8397918,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1885,0.10481323,8.3745384,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1890,0.15116319,11.8,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1895,0.21568313,14.200001,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1900,0.2951065,16.6,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1905,0.38112316,14.549999,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1910,0.53126371,12.499999,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1915,0.64494956,18.249998,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1920,0.75849992,23.999998,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1925,1.1562835,25.349998,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1930,1.4158938,26.700001,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1935,1.5985973,38.550003,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1940,1.8729471,50.400002,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1945,2.1998098,54.700001,0,0,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1950,2.5968161,59,1.0944935,0.04020581,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1955,2.8735254,63,1.6740973,0.10350662,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1960,3.1243618,60.042553,2.25,0.2,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1965,3.4353819,68,3,0.30000001,NA,NA,NA,NA,NA,NA,3,4.625
Lesotho,1970,3.7209733,68,5,0.5,0,9,705.0053,4,1032672,30350,3,4.625
Lesotho,1975,4.1090331,66,9.6134453,0.5,0,7,783.2186,4,1149380,30350,3,4.625
Lesotho,1980,4.486598,66,13,1.7,0,7,1218.545,4,1295690,30350,3,4.625
Lesotho,1985,4.8069472,72,13,1.3,0,7,1191.614,4,1472306,30350,3,4.625
Lesotho,1990,5.2546906,70,19.882353,1.3,0,7,1317.984,4,1601196,30350,3,4.625
Lesotho,1995,5.7995319,78,27.26,2.3,8,0,1501.803,4,1722184,30350,3,4.625
Lesotho,2000,6.3743033,96.402367,29.275757,2,NA,NA,1833.902,4,1885509,30350,3,4.625
Lesotho,2005,7.2130418,92.973709,35.674145,4,8,0,2117.872,4,1980831,30350,3,4.625
Lesotho,2010,6.081183,87.983932,43.155296,11,8,0,NA,NA,NA,NA,3,4.625
Liberia,1820,NA,0.20104456,0,0,NA,NA,NA,NA,NA,NA,2.166666667,4.9
Liberia,1825,NA,0.25458887,0,0,NA,NA,NA,NA,NA,NA,2.166666667,4.9
Liberia,1830,NA,0.32234806,0,0,NA,NA,NA,NA,NA,NA,2.166666667,4.9
Liberia,1835,NA,0.40806839,0,0,NA,NA,NA,NA,NA,NA,2.166666667,4.9
Liberia,1840,NA,0.51646692,0,0,NA,NA,NA,NA,NA,NA,2.166666667,4.9
Liberia,1845,NA,0.6534732,0,0,NA,NA,NA,NA,NA,NA,2.166666667,4.9
Liberia,1850,NA,0.82652503,0,0,7,3,NA,4,NA,NA,2.166666667,4.9
Liberia,1855,NA,1.0449269,0,0,7,3,NA,4,NA,NA,2.166666667,4.9
Liberia,1860,NA,1.3202789,0,0,7,3,NA,4,NA,NA,2.166666667,4.9
Liberia,1865,NA,1.6669798,0,0,7,3,NA,4,NA,NA,2.166666667,4.9
Liberia,1870,0.04565192,2.1028025,0,0,7,3,NA,4,NA,NA,2.166666667,4.9
Liberia,1875,0.0561703,2.6495297,0,0,7,3,NA,4,NA,NA,2.166666667,4.9
